Jays.USFWBand,JayID,Sex,AgeKnown,NatalNest,FldgDate,MaxOfMaxOfCensusDate
1453-63549,Z-YB,F,Y,2090,5/5/1993,4/15/1995
1453-63549,Z-YB,F,Y,2090,5/5/1993,4/15/1995
1573-97918,WCn-,M,Y,2095,4/29/2005,5/11/2005
1573-97918,WCn-,M,Y,2095,4/29/2005,5/11/2005
1573-97919,RCn-,F,Y,2095,4/29/2005,5/11/2005
1573-97919,RCn-,F,Y,2095,4/29/2005,5/11/2005
1573-97920,GCn-,F,Y,2095,4/29/2005,5/11/2005
1573-97920,GCn-,F,Y,2095,4/29/2005,5/11/2005
1063-42826,YC-G,M,Y,2100,4/16/2002,11/14/2006
1063-42826,YC-G,M,Y,2100,4/16/2002,11/14/2006
1063-42826,YC-G,M,Y,2100,4/16/2002,11/14/2006
1063-42826,YC-G,M,Y,2100,4/16/2002,11/14/2006
1063-42826,YC-G,M,Y,2100,4/16/2002,11/14/2006
1063-42826,YC-G,M,Y,2100,4/16/2002,11/14/2006
1063-42826,YC-G,M,Y,2100,4/16/2002,11/14/2006
1063-42826,YC-G,M,Y,2100,4/16/2002,11/14/2006
1063-42826,YC-G,M,Y,2100,4/16/2002,11/14/2006
1063-42826,YC-G,M,Y,2100,4/16/2002,11/14/2006
1063-42826,YC-G,M,Y,2100,4/16/2002,11/14/2006
1063-42826,YC-G,M,Y,2100,4/16/2002,11/14/2006
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1063-42827,BC-G,M,Y,2100,4/16/2002,10/14/2015
1513-50990,YLC-,M,Y,2102,5/27/2001,1/14/2002
1513-50990,YLC-,M,Y,2102,5/27/2001,1/14/2002
1513-50990,YLC-,M,Y,2102,5/27/2001,1/14/2002
1513-50991,BLC-,M,Y,2102,5/27/2001,5/11/2004
1513-50991,BLC-,M,Y,2102,5/27/2001,5/11/2004
1513-50991,BLC-,M,Y,2102,5/27/2001,5/11/2004
1513-50991,BLC-,M,Y,2102,5/27/2001,5/11/2004
1513-50991,BLC-,M,Y,2102,5/27/2001,5/11/2004
1513-50991,BLC-,M,Y,2102,5/27/2001,5/11/2004
1513-50991,BLC-,M,Y,2102,5/27/2001,5/11/2004
1513-50992,PLC-,F,Y,2102,5/27/2001,4/12/2006
1513-50992,PLC-,F,Y,2102,5/27/2001,4/12/2006
1513-50992,PLC-,F,Y,2102,5/27/2001,4/12/2006
1513-50992,PLC-,F,Y,2102,5/27/2001,4/12/2006
1513-50992,PLC-,F,Y,2102,5/27/2001,4/12/2006
1513-50992,PLC-,F,Y,2102,5/27/2001,4/12/2006
1513-50992,PLC-,F,Y,2102,5/27/2001,4/12/2006
1513-50992,PLC-,F,Y,2102,5/27/2001,4/12/2006
1513-50992,PLC-,F,Y,2102,5/27/2001,4/12/2006
1053-56709,Pn-Z,M,Y,2103,6/12/1989,7/11/1989
1053-56709,Pn-Z,M,Y,2103,6/12/1989,7/11/1989
1053-56710,OR-Z,F,Y,2103,6/12/1989,7/11/1989
1053-56710,OR-Z,F,Y,2103,6/12/1989,7/11/1989
1043-44252,ZRn-,,Y,2107,4/27/1997,5/13/1997
1043-44252,ZRn-,,Y,2107,4/27/1997,5/13/1997
1043-44253,ZGW-,M,Y,2107,4/27/1997,2/12/2001
1043-44253,ZGW-,M,Y,2107,4/27/1997,2/12/2001
1043-44253,ZGW-,M,Y,2107,4/27/1997,2/12/2001
1043-44253,ZGW-,M,Y,2107,4/27/1997,2/12/2001
1043-44253,ZGW-,M,Y,2107,4/27/1997,2/12/2001
1043-44253,ZGW-,M,Y,2107,4/27/1997,2/12/2001
1043-44253,ZGW-,M,Y,2107,4/27/1997,2/12/2001
1433-87486,LSA-,,Y,2124,5/16/1985,8/9/1985
1433-87486,LSA-,,Y,2124,5/16/1985,8/9/1985
1433-87486,LSA-,,Y,2124,5/16/1985,8/9/1985
1433-87487,FSA-,,Y,2124,5/16/1985,7/15/1985
1433-87487,FSA-,,Y,2124,5/16/1985,7/15/1985
1433-87488,ASA-,,Y,2124,5/16/1985,8/9/1985
1433-87488,ASA-,,Y,2124,5/16/1985,8/9/1985
1433-87488,ASA-,,Y,2124,5/16/1985,8/9/1985
1603-51577,-CHW,M,Y,2125,4/30/2008,7/11/2008
1603-51577,-CHW,M,Y,2125,4/30/2008,7/11/2008
1603-51577,-CHW,M,Y,2125,4/30/2008,7/11/2008
1423-42871,SF-n,,Y,2128,5/22/1984,6/11/1984
1423-42871,SF-n,,Y,2128,5/22/1984,6/11/1984
1603-17255,-ACF,M,Y,2135,5/8/2006,9/11/2006
1603-17255,-ACF,M,Y,2135,5/8/2006,9/11/2006
1603-17255,-ACF,M,Y,2135,5/8/2006,9/11/2006
1603-51141,CGH-,F,Y,2140,5/25/2007,8/18/2008
1603-51141,CGH-,F,Y,2140,5/25/2007,8/18/2008
1603-51141,CGH-,F,Y,2140,5/25/2007,8/18/2008
1603-51141,CGH-,F,Y,2140,5/25/2007,8/18/2008
1603-51793,-CnY,F,Y,2142,6/6/2008,7/11/2008
1603-51793,-CnY,F,Y,2142,6/6/2008,7/11/2008
1603-51794,H-CGB,M,Y,2142,6/6/2008,1/18/2012
1603-51794,H-CGB,M,Y,2142,6/6/2008,1/18/2012
1603-51794,H-CGB,M,Y,2142,6/6/2008,1/18/2012
1603-51794,H-CGB,M,Y,2142,6/6/2008,1/18/2012
1603-51794,H-CGB,M,Y,2142,6/6/2008,1/18/2012
1603-51794,H-CGB,M,Y,2142,6/6/2008,1/18/2012
1603-51794,H-CGB,M,Y,2142,6/6/2008,1/18/2012
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-97999,PCA-,M,Y,2143,5/21/2005,10/14/2015
1573-98000,OCA-,M,Y,2143,5/21/2005,8/15/2005
1573-98000,OCA-,M,Y,2143,5/21/2005,8/15/2005
1573-98000,OCA-,M,Y,2143,5/21/2005,8/15/2005
1453-63673,Z-WP,F,Y,2153,6/20/1993,9/16/1994
1453-63673,Z-WP,F,Y,2153,6/20/1993,9/16/1994
1453-63673,Z-WP,F,Y,2153,6/20/1993,9/16/1994
1453-63673,Z-WP,F,Y,2153,6/20/1993,9/16/1994
1453-63673,Z-WP,F,Y,2153,6/20/1993,9/16/1994
1453-63674,Z-Rn,,Y,2153,6/20/1993,7/15/1993
1453-63674,Z-Rn,,Y,2153,6/20/1993,7/15/1993
1383-27261,WPS-,,Y,2162,5/26/1981,9/13/1981
1383-27261,WPS-,,Y,2162,5/26/1981,9/13/1981
1383-27261,WPS-,,Y,2162,5/26/1981,9/13/1981
1383-27262,RnS-,,Y,2162,5/26/1981,6/10/1981
1383-27262,RnS-,,Y,2162,5/26/1981,6/10/1981
1383-27263,GnS-,,Y,2162,5/26/1981,6/10/1981
1383-27263,GnS-,,Y,2162,5/26/1981,6/10/1981
1423-42689,S-GB,M,Y,2163,5/3/1983,1/13/1985
1423-42689,S-GB,M,Y,2163,5/3/1983,1/13/1985
1423-42689,S-GB,M,Y,2163,5/3/1983,1/13/1985
1423-42689,S-GB,M,Y,2163,5/3/1983,1/13/1985
1423-42690,S-Yn,,Y,2163,5/3/1983,5/10/1983
1423-42690,S-Yn,,Y,2163,5/3/1983,5/10/1983
1423-42691,S-BB,F,Y,2163,5/3/1983,1/11/1990
1423-42691,S-BB,F,Y,2163,5/3/1983,1/11/1990
1423-42691,S-BB,F,Y,2163,5/3/1983,1/11/1990
1423-42691,S-BB,F,Y,2163,5/3/1983,1/11/1990
1423-42691,S-BB,F,Y,2163,5/3/1983,1/11/1990
1423-42691,S-BB,F,Y,2163,5/3/1983,1/11/1990
1423-42691,S-BB,F,Y,2163,5/3/1983,1/11/1990
1423-42691,S-BB,F,Y,2163,5/3/1983,1/11/1990
1423-42691,S-BB,F,Y,2163,5/3/1983,1/11/1990
1423-42826,SW-F,,Y,2165,5/4/1984,9/13/1984
1423-42826,SW-F,,Y,2165,5/4/1984,9/13/1984
1423-42826,SW-F,,Y,2165,5/4/1984,9/13/1984
1423-42828,SG-F,F,Y,2165,5/4/1984,9/13/1984
1423-42828,SG-F,F,Y,2165,5/4/1984,9/13/1984
1423-42828,SG-F,F,Y,2165,5/4/1984,9/13/1984
1453-39133,OWZ-,M,Y,2175,5/10/1991,9/6/1991
1453-39133,OWZ-,M,Y,2175,5/10/1991,9/6/1991
1453-39133,OWZ-,M,Y,2175,5/10/1991,9/6/1991
1453-39134,LWZ-,M,Y,2175,5/10/1991,1/18/1992
1453-39134,LWZ-,M,Y,2175,5/10/1991,1/18/1992
1453-39134,LWZ-,M,Y,2175,5/10/1991,1/18/1992
1453-39135,FWZ-,F,Y,2175,5/10/1991,9/6/1991
1453-39135,FWZ-,F,Y,2175,5/10/1991,9/6/1991
1453-39135,FWZ-,F,Y,2175,5/10/1991,9/6/1991
1453-39136,AWZ-,M,Y,2175,5/10/1991,9/6/1991
1453-39136,AWZ-,M,Y,2175,5/10/1991,9/6/1991
1453-39136,AWZ-,M,Y,2175,5/10/1991,9/6/1991
1453-78252,-WZP,M,Y,2183,4/13/1996,3/12/2002
1453-78252,-WZP,M,Y,2183,4/13/1996,3/12/2002
1453-78252,-WZP,M,Y,2183,4/13/1996,3/12/2002
1453-78252,-WZP,M,Y,2183,4/13/1996,3/12/2002
1453-78252,-WZP,M,Y,2183,4/13/1996,3/12/2002
1453-78252,-WZP,M,Y,2183,4/13/1996,3/12/2002
1453-78252,-WZP,M,Y,2183,4/13/1996,3/12/2002
1453-78252,-WZP,M,Y,2183,4/13/1996,3/12/2002
1453-78252,-WZP,M,Y,2183,4/13/1996,3/12/2002
1453-78253,-RZP,,Y,2183,4/13/1996,2/18/1998
1453-78253,-RZP,,Y,2183,4/13/1996,2/18/1998
1453-78253,-RZP,,Y,2183,4/13/1996,2/18/1998
1453-78253,-RZP,,Y,2183,4/13/1996,2/18/1998
1453-78254,-GZP,M,Y,2183,4/13/1996,7/10/1997
1453-78254,-GZP,M,Y,2183,4/13/1996,7/10/1997
1453-78254,-GZP,M,Y,2183,4/13/1996,7/10/1997
1453-78254,-GZP,M,Y,2183,4/13/1996,7/10/1997
1453-78254,-GZP,M,Y,2183,4/13/1996,7/10/1997
1513-50324,OP-C,F,Y,2186,5/21/1999,7/11/2003
1513-50324,OP-C,F,Y,2186,5/21/1999,7/11/2003
1513-50324,OP-C,F,Y,2186,5/21/1999,7/11/2003
1513-50324,OP-C,F,Y,2186,5/21/1999,7/11/2003
1513-50324,OP-C,F,Y,2186,5/21/1999,7/11/2003
1513-50324,OP-C,F,Y,2186,5/21/1999,7/11/2003
1513-50324,OP-C,F,Y,2186,5/21/1999,7/11/2003
1513-50325,LP-C,M,Y,2186,5/21/1999,1/14/2002
1513-50325,LP-C,M,Y,2186,5/21/1999,1/14/2002
1513-50325,LP-C,M,Y,2186,5/21/1999,1/14/2002
1513-50325,LP-C,M,Y,2186,5/21/1999,1/14/2002
1513-50325,LP-C,M,Y,2186,5/21/1999,1/14/2002
1513-50325,LP-C,M,Y,2186,5/21/1999,1/14/2002
1513-50325,LP-C,M,Y,2186,5/21/1999,1/14/2002
1513-50326,FP-C,F,Y,2186,5/21/1999,8/9/2001
1513-50326,FP-C,F,Y,2186,5/21/1999,8/9/2001
1513-50326,FP-C,F,Y,2186,5/21/1999,8/9/2001
1513-50326,FP-C,F,Y,2186,5/21/1999,8/9/2001
1513-50327,AP-C,F,Y,2186,5/21/1999,6/13/2002
1513-50327,AP-C,F,Y,2186,5/21/1999,6/13/2002
1513-50327,AP-C,F,Y,2186,5/21/1999,6/13/2002
1513-50327,AP-C,F,Y,2186,5/21/1999,6/13/2002
1513-50327,AP-C,F,Y,2186,5/21/1999,6/13/2002
1063-42815,WC-W,M,Y,2192,4/11/2002,8/10/2006
1063-42815,WC-W,M,Y,2192,4/11/2002,8/10/2006
1063-42815,WC-W,M,Y,2192,4/11/2002,8/10/2006
1063-42815,WC-W,M,Y,2192,4/11/2002,8/10/2006
1063-42815,WC-W,M,Y,2192,4/11/2002,8/10/2006
1063-42815,WC-W,M,Y,2192,4/11/2002,8/10/2006
1063-42815,WC-W,M,Y,2192,4/11/2002,8/10/2006
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42816,RC-W,M,Y,2192,4/11/2002,6/11/2014
1063-42817,GC-W,M,Y,2192,4/11/2002,10/14/2003
1063-42817,GC-W,M,Y,2192,4/11/2002,10/14/2003
1063-42817,GC-W,M,Y,2192,4/11/2002,10/14/2003
1063-42817,GC-W,M,Y,2192,4/11/2002,10/14/2003
1453-63588,Z-LB,F,Y,2193,5/20/1993,9/13/1997
1453-63588,Z-LB,F,Y,2193,5/20/1993,9/13/1997
1453-63588,Z-LB,F,Y,2193,5/20/1993,9/13/1997
1453-63588,Z-LB,F,Y,2193,5/20/1993,9/13/1997
1453-63588,Z-LB,F,Y,2193,5/20/1993,9/13/1997
1513-50961,LLC-,F,Y,2194,5/17/2001,8/9/2001
1513-50961,LLC-,F,Y,2194,5/17/2001,8/9/2001
1513-50961,LLC-,F,Y,2194,5/17/2001,8/9/2001
1453-72715,ZL-B,F,Y,2195,4/19/1994,7/18/1995
1453-72715,ZL-B,F,Y,2195,4/19/1994,7/18/1995
1453-72715,ZL-B,F,Y,2195,4/19/1994,7/18/1995
1453-72715,ZL-B,F,Y,2195,4/19/1994,7/18/1995
1453-72716,ZF-n,,Y,2195,4/19/1994,5/19/1994
1453-72716,ZF-n,,Y,2195,4/19/1994,5/19/1994
1573-65911,CW-G,F,Y,2199,4/11/2004,6/13/2005
1573-65911,CW-G,F,Y,2199,4/11/2004,6/13/2005
1573-65911,CW-G,F,Y,2199,4/11/2004,6/13/2005
1573-65911,CW-G,F,Y,2199,4/11/2004,6/13/2005
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1453-39040,ARZ=,M,Y,2202,4/16/1991,10/13/1999
1043-44264,ZYP-,,Y,2205,4/29/1997,11/15/1997
1043-44264,ZYP-,,Y,2205,4/29/1997,11/15/1997
1043-44264,ZYP-,,Y,2205,4/29/1997,11/15/1997
1043-44265,ZBP-,,Y,2205,4/29/1997,12/13/1997
1043-44265,ZBP-,,Y,2205,4/29/1997,12/13/1997
1043-44265,ZBP-,,Y,2205,4/29/1997,12/13/1997
1043-44266,ZPP-,,Y,2205,4/29/1997,1/14/1998
1043-44266,ZPP-,,Y,2205,4/29/1997,1/14/1998
1043-44266,ZPP-,,Y,2205,4/29/1997,1/14/1998
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42605,YS-F,M,Y,2212,5/3/1982,5/17/1990
1423-42606,BS-F,F,Y,2212,5/3/1982,1/10/1983
1423-42606,BS-F,F,Y,2212,5/3/1982,1/10/1983
1423-42606,BS-F,F,Y,2212,5/3/1982,1/10/1983
1433-92912,OSF-,F,Y,2216,6/11/1985,5/14/1987
1433-92912,OSF-,F,Y,2216,6/11/1985,5/14/1987
1433-92912,OSF-,F,Y,2216,6/11/1985,5/14/1987
1433-92912,OSF-,F,Y,2216,6/11/1985,5/14/1987
1433-92912,OSF-,F,Y,2216,6/11/1985,5/14/1987
1423-42862,SL-P,F,Y,2221,5/14/1984,10/18/1984
1423-42862,SL-P,F,Y,2221,5/14/1984,10/18/1984
1423-42862,SL-P,F,Y,2221,5/14/1984,10/18/1984
1423-42863,SF-P,F,Y,2221,5/14/1984,8/9/1985
1423-42863,SF-P,F,Y,2221,5/14/1984,8/9/1985
1423-42863,SF-P,F,Y,2221,5/14/1984,8/9/1985
1423-42863,SF-P,F,Y,2221,5/14/1984,8/9/1985
1423-42864,SA-P,F,Y,2221,5/14/1984,11/18/1984
1423-42864,SA-P,F,Y,2221,5/14/1984,11/18/1984
1423-42864,SA-P,F,Y,2221,5/14/1984,11/18/1984
1423-42772,S-PO,F,Y,2222,6/19/1983,10/11/1989
1423-42772,S-PO,F,Y,2222,6/19/1983,10/11/1989
1423-42772,S-PO,F,Y,2222,6/19/1983,10/11/1989
1423-42772,S-PO,F,Y,2222,6/19/1983,10/11/1989
1423-42772,S-PO,F,Y,2222,6/19/1983,10/11/1989
1423-42772,S-PO,F,Y,2222,6/19/1983,10/11/1989
1423-42772,S-PO,F,Y,2222,6/19/1983,10/11/1989
1423-42772,S-PO,F,Y,2222,6/19/1983,10/11/1989
1423-42772,S-PO,F,Y,2222,6/19/1983,10/11/1989
1423-42772,S-PO,F,Y,2222,6/19/1983,10/11/1989
1423-42772,S-PO,F,Y,2222,6/19/1983,10/11/1989
1423-42773,S-OO,M,Y,2222,6/19/1983,10/12/1987
1423-42773,S-OO,M,Y,2222,6/19/1983,10/12/1987
1423-42773,S-OO,M,Y,2222,6/19/1983,10/12/1987
1423-42773,S-OO,M,Y,2222,6/19/1983,10/12/1987
1423-42773,S-OO,M,Y,2222,6/19/1983,10/12/1987
1423-42773,S-OO,M,Y,2222,6/19/1983,10/12/1987
1423-42773,S-OO,M,Y,2222,6/19/1983,10/12/1987
1383-27215,YLS-,,Y,2224,4/29/1981,9/13/1981
1383-27215,YLS-,,Y,2224,4/29/1981,9/13/1981
1383-27215,YLS-,,Y,2224,4/29/1981,9/13/1981
1383-27216,BnS-,,Y,2224,4/29/1981,5/10/1981
1383-27216,BnS-,,Y,2224,4/29/1981,5/10/1981
1603-51790,H-CGW,F,Y,2230,5/31/2008,6/12/2013
1603-51790,H-CGW,F,Y,2230,5/31/2008,6/12/2013
1603-51790,H-CGW,F,Y,2230,5/31/2008,6/12/2013
1603-51790,H-CGW,F,Y,2230,5/31/2008,6/12/2013
1603-51790,H-CGW,F,Y,2230,5/31/2008,6/12/2013
1603-51790,H-CGW,F,Y,2230,5/31/2008,6/12/2013
1603-51790,H-CGW,F,Y,2230,5/31/2008,6/12/2013
1603-51790,H-CGW,F,Y,2230,5/31/2008,6/12/2013
1603-51790,H-CGW,F,Y,2230,5/31/2008,6/12/2013
1603-51790,H-CGW,F,Y,2230,5/31/2008,6/12/2013
1603-51790,H-CGW,F,Y,2230,5/31/2008,6/12/2013
1603-51790,H-CGW,F,Y,2230,5/31/2008,6/12/2013
1603-51792,H-CGG,M,Y,2230,5/31/2008,9/16/2008
1603-51792,H-CGG,M,Y,2230,5/31/2008,9/16/2008
1603-51792,H-CGG,M,Y,2230,5/31/2008,9/16/2008
1603-16604,WCB-,F,Y,2234,5/26/2005,3/18/2010
1603-16604,WCB-,F,Y,2234,5/26/2005,3/18/2010
1603-16604,WCB-,F,Y,2234,5/26/2005,3/18/2010
1603-16604,WCB-,F,Y,2234,5/26/2005,3/18/2010
1603-16604,WCB-,F,Y,2234,5/26/2005,3/18/2010
1603-16604,WCB-,F,Y,2234,5/26/2005,3/18/2010
1603-16604,WCB-,F,Y,2234,5/26/2005,3/18/2010
1603-16604,WCB-,F,Y,2234,5/26/2005,3/18/2010
1603-16604,WCB-,F,Y,2234,5/26/2005,3/18/2010
1603-16604,WCB-,F,Y,2234,5/26/2005,3/18/2010
1603-16605,RCB-,M,Y,2234,5/26/2005,7/11/2008
1603-16605,RCB-,M,Y,2234,5/26/2005,7/11/2008
1603-16605,RCB-,M,Y,2234,5/26/2005,7/11/2008
1603-16605,RCB-,M,Y,2234,5/26/2005,7/11/2008
1603-16605,RCB-,M,Y,2234,5/26/2005,7/11/2008
1603-16605,RCB-,M,Y,2234,5/26/2005,7/11/2008
1603-16605,RCB-,M,Y,2234,5/26/2005,7/11/2008
1603-16606,GCB-,F,Y,2234,5/26/2005,8/10/2006
1603-16606,GCB-,F,Y,2234,5/26/2005,8/10/2006
1603-16606,GCB-,F,Y,2234,5/26/2005,8/10/2006
1603-16606,GCB-,F,Y,2234,5/26/2005,8/10/2006
1603-17277,H-LCH,F,Y,2243,5/15/2006,10/15/2008
1603-17277,H-LCH,F,Y,2243,5/15/2006,10/15/2008
1603-17277,H-LCH,F,Y,2243,5/15/2006,10/15/2008
1603-17277,H-LCH,F,Y,2243,5/15/2006,10/15/2008
1603-17277,H-LCH,F,Y,2243,5/15/2006,10/15/2008
1603-17277,H-LCH,F,Y,2243,5/15/2006,10/15/2008
1603-17277,H-LCH,F,Y,2243,5/15/2006,10/15/2008
1603-17278,H-FCH,F,Y,2243,5/15/2006,5/14/2008
1603-17278,H-FCH,F,Y,2243,5/15/2006,5/14/2008
1603-17278,H-FCH,F,Y,2243,5/15/2006,5/14/2008
1603-17278,H-FCH,F,Y,2243,5/15/2006,5/14/2008
1603-17278,H-FCH,F,Y,2243,5/15/2006,5/14/2008
1603-17279,H-ACH,F,Y,2243,5/15/2006,8/16/2007
1603-17279,H-ACH,F,Y,2243,5/15/2006,8/16/2007
1603-17279,H-ACH,F,Y,2243,5/15/2006,8/16/2007
1603-17279,H-ACH,F,Y,2243,5/15/2006,8/16/2007
1053-56696,Wn-Z,F,Y,2251,5/28/1989,6/10/1989
1053-56696,Wn-Z,F,Y,2251,5/28/1989,6/10/1989
1053-56698,GW-Z,F,Y,2251,5/28/1989,7/11/1989
1053-56698,GW-Z,F,Y,2251,5/28/1989,7/11/1989
1573-65903,C-GW,F,Y,2254,6/17/2003,11/11/2004
1573-65903,C-GW,F,Y,2254,6/17/2003,11/11/2004
1573-65903,C-GW,F,Y,2254,6/17/2003,11/11/2004
1573-65903,C-GW,F,Y,2254,6/17/2003,11/11/2004
1573-65995,CO-F,F,Y,2256,4/29/2004,12/13/2004
1573-65995,CO-F,F,Y,2256,4/29/2004,12/13/2004
1573-65995,CO-F,F,Y,2256,4/29/2004,12/13/2004
1573-65996,CL-F,M,Y,2256,4/29/2004,2/15/2005
1573-65996,CL-F,M,Y,2256,4/29/2004,2/15/2005
1573-65996,CL-F,M,Y,2256,4/29/2004,2/15/2005
1573-65997,CF-n,M,Y,2256,4/29/2004,5/11/2004
1573-65997,CF-n,M,Y,2256,4/29/2004,5/11/2004
1453-72737,ZW-B,,Y,2258,4/28/1994,8/12/1994
1453-72737,ZW-B,,Y,2258,4/28/1994,8/12/1994
1453-72737,ZW-B,,Y,2258,4/28/1994,8/12/1994
1453-72739,ZG-B,,Y,2258,4/28/1994,4/15/1995
1453-72739,ZG-B,,Y,2258,4/28/1994,4/15/1995
1453-72739,ZG-B,,Y,2258,4/28/1994,4/15/1995
1453-72739,ZG-B,,Y,2258,4/28/1994,4/15/1995
1603-17288,-HCF,M,Y,2259,5/20/2006,7/19/2007
1603-17288,-HCF,M,Y,2259,5/20/2006,7/19/2007
1603-17288,-HCF,M,Y,2259,5/20/2006,7/19/2007
1603-17288,-HCF,M,Y,2259,5/20/2006,7/19/2007
1603-17289,-GCF,M,Y,2259,5/20/2006,6/13/2007
1603-17289,-GCF,M,Y,2259,5/20/2006,6/13/2007
1603-17289,-GCF,M,Y,2259,5/20/2006,6/13/2007
