Year,Terr,JayID,Sex,TerrYr,Help,HelpNum
1994,DEER,SP-F,F,DEER94,1,2
1994,DEER,-SRF,M,DEER94,1,2
1994,ELIN,-SWA,M,ELIN94,1,1
1994,ELIN,-SGA,F,ELIN94,1,1
1994,EQUS,WYZ=,F,EQUS94,1,1
1994,EQUS,PGZ=,M,EQUS94,1,1
1994,FARS,A-AC,F,FARS94,1,2
1994,FARS,LRZ=,M,FARS94,1,2
1994,FBYN,W-WM,F,FBYN94,1,1
1994,FBYN,-BWZ,M,FBYN94,1,1
1994,HARY,Y-WM,F,HARY94,0,0
1994,HARY,ARZ=,M,HARY94,0,0
1994,HICE,A-YZ,F,HICE94,1,3
1994,HICE,R-LM,M,HICE94,1,3
1994,LAZT,W-PC,M,LAZT94,1,2
1994,LAZT,SRA-,F,LAZT94,1,2
1994,LINX,L-WC,M,LINX94,1,2
1994,LINX,A-FC,F,LINX94,1,2
1994,LOCK,OGZ-,F,LOCK94,1,4
1994,LOCK,WSL-,M,LOCK94,1,4
1994,LOOP,-RRZ,M,LOOP94,1,4
1994,LOOP,S-LP,F,LOOP94,1,4
1994,LOP2,-WRZ,M,LOP294,0,0
1994,LOP2,LZ-R,F,LOP294,0,0
1994,LOPZ,YSR=,F,LOPZ94,0,0
1994,LOPZ,511C,M,LOPZ94,0,0
1994,MCBY,B-GM,M,MCBY94,0,0
1994,MCBY,Y-OM,F,MCBY94,0,0
1994,MILW,F-AC,F,MILW94,0,0
1994,MILW,BPZ-,M,MILW94,0,0
1994,MRGO,Y-RM,M,MRGO94,1,1
1994,MRGO,WOZ=,F,MRGO94,1,1
1994,MUME,SAP-,M,MUME94,1,1
1994,MUME,Y-FM,F,MUME94,1,1
1994,N7RD,FY-Z,F,N7RD94,1,1
1994,N7RD,-SW_,M,N7RD94,1,1
1994,NBEN,Z-AF,M,NBEN94,0,0
1994,NBEN,YZ-L,F,NBEN94,0,0
1994,NNWX,-GWZ,M,NNWX94,0,0
1994,NNWX,PZ-W,F,NNWX94,0,0
1994,NPOL,Y-GM,F,NPOL94,0,0
1994,NPOL,G-OM,M,NPOL94,0,0
1994,NWES,F-BC,F,NWES94,0,0
1994,NWES,SAO-,M,NWES94,0,0
1994,PAST,G-WC,F,PAST94,1,2
1994,PAST,Y-BC,M,PAST94,1,2
1994,RUSS,B-PC,F,RUSS94,1,1
1994,RUSS,-OBZ,M,RUSS94,1,1
1994,SCOB,-RGZ,F,SCOB94,1,4
1994,SCOB,-SAO,M,SCOB94,1,4
1994,SCOP,-RSA,M,SCOP94,1,2
1994,SCOP,BSA-,F,SCOP94,1,2
1994,SCRP,Y-LM,F,SCRP94,0,0
1994,SCRP,-ORZ,M,SCRP94,0,0
1994,SFLA,-YSL,F,SFLA94,0,0
1994,SFLA,L-GC,M,SFLA94,0,0
1994,SIBR,L-OC,F,SIBR94,1,1
1994,SIBR,W-BM,M,SIBR94,1,1
1994,SIXS,FZ-R,F,SIXS94,1,4
1994,SIXS,B-OM,F,SIXS94,1,4
1994,SIXS,RSA-,M,SIXS94,1,4
1994,SLUM,=SFY,F,SLUM94,0,0
1994,SLUM,WWZ-,M,SLUM94,0,0
1994,SORA,RSL-,M,SORA94,0,0
1994,SORA,AZ-R,F,SORA94,0,0
1994,SWAL,B-BC,F,SWAL94,1,2
1994,SWAL,O-FZ,M,SWAL94,1,2
1994,TOMB,P-RM,F,TOMB94,0,0
1994,TOMB,R-YC,M,TOMB94,0,0
1994,WAHO,UZ-PY,F,WAHO94,1,2
1994,WAHO,A-LC,M,WAHO94,1,2
1994,WAHO,-BSF,F,WAHO94,1,2
1994,WCOP,-AGZ,M,WCOP94,1,1
1994,WCOP,Y-AC,F,WCOP94,1,1
1994,WCPR,ORZ-,F,WCPR94,1,1
1994,WCPR,-AWZ,M,WCPR94,1,1
1994,WWSX,-PGZ,M,WWSX94,1,3
1994,WWSX,BZ-W,F,WWSX94,1,3
1994,XRDS,G-PM,M,XRDS94,1,2
1994,XRDS,G-YC,F,XRDS94,1,2
1994,YTRE,PZ-F,F,YTRE94,0,0
1994,YTRE,A-GM,M,YTRE94,0,0
1995,BALD,Z-PL,M,BALD95,0,0
1995,BALD,Y-AM,F,BALD95,0,0
1995,BEND,S-FP,M,BEND95,0,0
1995,BEND,O-PC,F,BEND95,0,0
1995,BIGL,G-AM,M,BIGL95,0,0
1995,BIGL,=SPB,F,BIGL95,0,0
1995,BNCH,R-BM,F,BNCH95,1,3
1995,BNCH,F-RC,M,BNCH95,1,3
1995,CACT,A-RC,F,CACT95,1,3
1995,CACT,W-FM,M,CACT95,1,3
1995,CHOP,A-BC,F,CHOP95,0,0
1995,CHOP,YZ-OK,M,CHOP95,0,0
1995,CURY,-GYZ,M,CURY95,0,0
1995,CURY,Y-YM,F,CURY95,0,0
1995,DEER,SP-F,F,DEER95,1,1
1995,DEER,-SRF,M,DEER95,1,1
1995,ELIN,-SGA,F,ELIN95,0,0
1995,ELIN,-SWA,M,ELIN95,0,0
1995,EQUS,PGZ=,M,EQUS95,1,1
1995,EQUS,WYZ=,F,EQUS95,1,1
1995,FARS,A-AC,F,FARS95,0,0
1995,FARS,Z-GL,M,FARS95,0,0
1995,FENC,Z-FL,M,FENC95,0,0
1995,FENC,Z-GO,F,FENC95,0,0
1995,HARY,ARZ=,M,HARY95,0,0
1995,HARY,Y-WM,F,HARY95,0,0
1995,HICE,UZ-AF,F,HICE95,1,1
1995,HICE,R-LM,M,HICE95,1,1
1995,KETH,Z-OW,F,KETH95,0,0
1995,KETH,Z-WL,M,KETH95,0,0
1995,LAZT,SRA-,F,LAZT95,1,1
1995,LAZT,Z-AG,M,LAZT95,1,1
1995,LINX,A-FC,F,LINX95,0,0
1995,LINX,L-WC,M,LINX95,0,0
1995,LOCK,Z-FB,F,LOCK95,0,0
1995,LOCK,WSL-,M,LOCK95,0,0
1995,LOOP,S-LP,F,LOOP95,1,3
1995,LOOP,-RRZ,M,LOOP95,1,3
1995,LOPZ,YSR=,F,LOPZ95,0,0
1995,MCBY,Y-OM,F,MCBY95,0,0
1995,MCBY,Z-OL,M,MCBY95,0,0
1995,MRGO,WOZ=,F,MRGO95,1,2
1995,MRGO,Y-RM,M,MRGO95,1,2
1995,MUME,SAP-,M,MUME95,1,2
1995,MUME,Y-FM,F,MUME95,1,2
1995,N7RD,-SW_,M,N7RD95,1,1
1995,N7RD,YZ-L,F,N7RD95,1,1
1995,NNWX,-GWZ,M,NNWX95,0,0
1995,NNWX,PZ-W,F,NNWX95,0,0
1995,NPOL,Y-GM,F,NPOL95,0,0
1995,NPOL,G-OM,M,NPOL95,0,0
1995,NWES,F-BC,F,NWES95,0,0
1995,NWES,SAO-,M,NWES95,0,0
1995,PAST,G-WC,F,PAST95,0,0
1995,PAST,Y-BC,M,PAST95,0,0
1995,PINE,ZW-L,F,PINE95,1,1
1995,PINE,B-BM,M,PINE95,1,1
1995,PLAZ,P-WM,M,PLAZ95,0,0
1995,PLAZ,Z-RL,F,PLAZ95,0,0
1995,POWL,P-PM,M,POWL95,1,3
1995,POWL,R-YM,F,POWL95,1,3
1995,RUSS,-OBZ,M,RUSS95,1,2
1995,RUSS,B-PC,F,RUSS95,1,2
1995,SCOB,-RGZ,F,SCOB95,1,3
1995,SCOB,Z-GY,M,SCOB95,1,3
1995,SCOP,BSA-,F,SCOP95,1,3
1995,SCOP,-RSA,M,SCOP95,1,3
1995,SCRP,Z-WF,F,SCRP95,0,0
1995,SCRP,-ORZ,M,SCRP95,0,0
1995,SFLA,L-GC,M,SFLA95,0,0
1995,SFLA,-YSL,F,SFLA95,0,0
1995,SIBR,RLZ-,M,SIBR95,0,0
1995,SIBR,Z-FO,F,SIBR95,0,0
1995,SIXS,B-OM,F,SIXS95,1,1
1995,SIXS,RSA-,M,SIXS95,1,1
1995,SORA,RSL-,M,SORA95,1,1
1995,SORA,P-AM,F,SORA95,1,1
1995,SWAL,B-BC,F,SWAL95,1,2
1995,SWAL,O-FZ,M,SWAL95,1,2
1995,TOMB,P-RM,F,TOMB95,1,2
1995,TP39,P-OM,M,TP3995,1,5
1995,TP39,O-RM,F,TP3995,1,5
1995,WAHO,Z-GF,F,WAHO95,0,0
1995,WAHO,A-LC,M,WAHO95,0,0
1995,WCIT,P-MG,,WCIT95,1,4
1995,WCIT,O-YM,F,WCIT95,1,4
1995,WCPR,ORZ-,F,WCPR95,1,1
1995,WCPR,-AWZ,M,WCPR95,1,1
1995,WWSX,BZ-W,F,WWSX95,1,1
1995,WWSX,-PGZ,M,WWSX95,1,1
1995,XRDS,G-PM,M,XRDS95,1,2
1995,XRDS,G-YC,F,XRDS95,1,2
1995,YTRE,BPZ-,M,YTRE95,0,0
1995,YTRE,PZ-F,F,YTRE95,0,0
1996,ANNI,ZP-L,F,ANNI96,0,0
1996,ANNI,ZL-G,M,ANNI96,0,0
1996,BALD,Z-PL,M,BALD96,1,1
1996,BALD,Y-AM,F,BALD96,1,1
1996,BEND,O-PC,F,BEND96,0,0
1996,BEND,S-FP,M,BEND96,0,0
1996,BIGL,G-AM,M,BIGL96,1,3
1996,BIGL,=SPB,F,BIGL96,1,3
1996,BNCH,F-RC,M,BNCH96,0,0
1996,BNCH,R-BM,F,BNCH96,0,0
1996,CACT,W-FM,M,CACT96,1,2
1996,CACT,A-RC,F,CACT96,1,2
1996,CHOP,YZ-OK,M,CHOP96,1,1
1996,CHOP,A-BC,F,CHOP96,1,1
1996,CRAN,L-LM,F,CRAN96,0,0
1996,CRAN,ZO-R,M,CRAN96,0,0
1996,CRNR,L-RM,F,CRNR96,0,0
1996,CRNR,ZL-W,M,CRNR96,0,0
1996,CTRW,ZP-Y,M,CTRW96,0,0
1996,CTRW,L-OM,F,CTRW96,0,0
1996,CURY,-GYZ,M,CURY96,0,0
1996,CURY,Y-YM,F,CURY96,0,0
1996,DEER,SP-F,F,DEER96,0,0
1996,DEER,-SRF,M,DEER96,0,0
1996,EBAY,Z-GB,F,EBAY96,0,0
1996,EBAY,ZY-B,M,EBAY96,0,0
1996,ELIN,O-LM,F,ELIN96,1,2
1996,ELIN,-SWA,M,ELIN96,1,2
1996,EQUS,PGZ=,M,EQUS96,1,1
1996,EQUS,WYZ=,F,EQUS96,1,1
1996,FARS,A-AC,F,FARS96,1,1
1996,FARS,Z-GL,M,FARS96,1,1
1996,FENC,Z-FL,M,FENC96,1,2
1996,FENC,Z-GO,F,FENC96,1,2
1996,HARY,ARZ=,M,HARY96,0,0
1996,HARY,Y-WM,F,HARY96,0,0
1996,HICE,UZ-AF,F,HICE96,1,3
1996,HICE,R-LM,M,HICE96,1,3
1996,JERE,ZP-G,F,JERE96,0,0
1996,JERE,Z-WY,M,JERE96,0,0
1996,KETH,Z-OW,F,KETH96,0,0
1996,KETH,Z-WL,M,KETH96,0,0
1996,LAZT,ZO-G,M,LAZT96,0,0
1996,LAZT,SRA-,F,LAZT96,0,0
1996,LINX,Z-YO,F,LINX96,1,1
1996,LINX,L-WC,M,LINX96,1,1
1996,LOCK,WSL-,M,LOCK96,0,0
1996,LOCK,Z-FB,F,LOCK96,0,0
1996,LOPZ,YSR=,F,LOPZ96,0,0
1996,MCBY,-RRZ,M,MCBY96,1,1
1996,MCBY,Y-OM,F,MCBY96,1,1
1996,MERL,Z-LY,F,MERL96,0,0
1996,MERL,ZW-G,M,MERL96,0,0
1996,MITA,P-BM,F,MITA96,0,0
1996,MITA,Z-YW,M,MITA96,0,0
1996,MRGO,WOZ=,F,MRGO96,0,0
1996,MRGO,Y-RM,M,MRGO96,0,0
1996,MUME,SAP-,M,MUME96,1,1
1996,MUME,Y-FM,F,MUME96,1,1
1996,N18E,F-WM,F,N18E96,0,0
1996,N18E,ZL-R,M,N18E96,0,0
1996,N7RD,-SW_,M,N7RD96,0,0
1996,N7RD,YZ-L,F,N7RD96,0,0
1996,NBAL,ZF-B,M,NBAL96,0,0
1996,NBAL,Z-LB,F,NBAL96,0,0
1996,NMIT,Z-GP,M,NMIT96,0,0
1996,NMIT,Z-BA,F,NMIT96,0,0
1996,NNWX,PZ-W,F,NNWX96,1,2
1996,NNWX,-GWZ,M,NNWX96,1,2
1996,NO19,ZB-GU,F,NO1996,1,1
1996,NO19,A-LC,M,NO1996,1,1
1996,NPOL,Y-GM,F,NPOL96,0,0
1996,NPOL,G-OM,M,NPOL96,0,0
1996,NRID,O-GM,F,NRID96,0,0
1996,NRID,Z-RR,M,NRID96,0,0
1996,NWES,ZO-YU,F,NWES96,1,4
1996,NWES,SAO-,M,NWES96,1,4
1996,PAST,G-WC,F,PAST96,1,2
1996,PAST,Y-BC,M,PAST96,1,2
1996,PLAZ,Z-OG,M,PLAZ96,0,0
1996,PLAZ,Z-RL,F,PLAZ96,0,0
1996,POLA,OZ-W,M,POLA96,1,1
1996,POLA,Z-OO,F,POLA96,1,1
1996,POWL,R-YM,F,POWL96,0,0
1996,POWL,ZO-O,M,POWL96,0,0
1996,RUSS,-OBZ,M,RUSS96,0,0
1996,RUSS,B-PC,F,RUSS96,0,0
1996,S18E,P-YM,M,S18E96,0,0
1996,S18E,ZY-Y,F,S18E96,0,0
1996,SCOB,Z-GY,M,SCOB96,0,0
1996,SCOB,-RGZ,F,SCOB96,0,0
1996,SCOP,-RSA,M,SCOP96,1,4
1996,SCOP,BSA-,F,SCOP96,1,4
1996,SCRP,Z-WF,F,SCRP96,1,1
1996,SCRP,-ORZ,M,SCRP96,1,1
1996,SFLA,-YSL,F,SFLA96,0,0
1996,SFLA,L-GC,M,SFLA96,0,0
1996,SFLS,ZF-L,F,SFLS96,0,0
1996,SFLS,O-OM,M,SFLS96,0,0
1996,SHIC,UZ-OA,M,SHIC96,1,1
1996,SHIC,Z-LG,F,SHIC96,1,1
1996,SIBR,RLZ-,M,SIBR96,0,0
1996,SIBR,Z-FO,F,SIBR96,0,0
1996,SIXS,RSA-,M,SIXS96,1,1
1996,SIXS,B-OM,F,SIXS96,1,1
1996,SLUM,ZO-KF,F,SLUM96,1,1
1996,SLUM,F-ZA,M,SLUM96,1,1
1996,SORA,P-AM,F,SORA96,1,1
1996,SORA,RSL-,M,SORA96,1,1
1996,SWAL,P-FM,F,SWAL96,1,2
1996,SWAL,O-FZ,M,SWAL96,1,2
1996,TOMB,B-AC,M,TOMB96,0,0
1996,TOMB,P-RM,F,TOMB96,0,0
1996,TP39,O-RM,F,TP3996,0,0
1996,TP39,P-OM,M,TP3996,0,0
1996,WCPR,ORZ-,F,WCPR96,1,2
1996,WCPR,-AWZ,M,WCPR96,1,2
1996,WCUL,ZL-L,F,WCUL96,0,0
1996,WCUL,OZG-,M,WCUL96,0,0
1996,WWSX,BZ-W,F,WWSX96,0,0
1996,WWSX,-PGZ,M,WWSX96,0,0
1996,XRDS,G-PM,M,XRDS96,1,2
1996,XRDS,G-YC,F,XRDS96,1,2
1996,YTRE,PZ-F,F,YTRE96,1,3
1996,YTRE,Z-WG,M,YTRE96,1,3
1997,ANNI,ZL-G,M,ANNI97,1,1
1997,ANNI,ZP-L,F,ANNI97,1,1
1997,BALD,Y-AM,F,BALD97,1,2
1997,BALD,Z-PL,M,BALD97,1,2
1997,BIGL,=SPB,F,BIGL97,1,3
1997,BIGL,G-AM,M,BIGL97,1,3
1997,BIGL,ZB-LU,F,BIGL97,1,3
1997,BNCH,R-BM,F,BNCH97,1,2
1997,BNCH,F-YQ,M,BNCH97,1,2
1997,CACT,W-FM,M,CACT97,1,3
1997,CACT,A-RC,F,CACT97,1,3
1997,CHOP,BZB-,F,CHOP97,1,1
1997,CHOP,YZ-OK,M,CHOP97,1,1
1997,CRNR,L-YM,F,CRNR97,1,1
1997,CRNR,B-FM,M,CRNR97,1,1
1997,CURY,-GYZ,M,CURY97,0,0
1997,CURY,Y-YM,F,CURY97,0,0
1997,DEER,FZY-,M,DEER97,0,0
1997,DEER,SP-F,F,DEER97,0,0
1997,EBAY,Z-GB,F,EBAY97,1,1
1997,EBAY,ZY-B,M,EBAY97,1,1
1997,ELIN,O-LM,F,ELIN97,0,0
1997,ELIN,-SWA,M,ELIN97,0,0
1997,EQUS,F-PM,M,EQUS97,0,0
1997,EQUS,WYZ=,F,EQUS97,0,0
1997,FARS,Z-GL,M,FARS97,1,1
1997,FARS,A-AC,F,FARS97,1,1
1997,FENC,Z-FL,M,FENC97,1,1
1997,FENC,Z-GO,F,FENC97,1,1
1997,HARY,Y-WM,F,HARY97,0,0
1997,HARY,ARZ=,M,HARY97,0,0
1997,HELP,F-LM,F,HELP97,0,0
1997,HELP,GZW-,M,HELP97,0,0
1997,HICE,UZ-AF,F,HICE97,0,0
1997,HICE,Z-GA,M,HICE97,0,0
1997,HICN,YZW-,M,HICN97,1,1
1997,HICN,ZY-Y,F,HICN97,1,1
1997,IBRN,BZY-,M,IBRN97,0,0
1997,IBRN,ZB-G,F,IBRN97,0,0
1997,JERE,Z-WY,M,JERE97,1,3
1997,JERE,ZP-G,F,JERE97,1,3
1997,KETH,Z-WL,M,KETH97,1,3
1997,KETH,Z-OW,F,KETH97,1,3
1997,LAZT,SRA-,F,LAZT97,1,2
1997,LAZT,Y-PM,M,LAZT97,1,2
1997,LINS,=SPB,F,LINS97,0,0
1997,LINS,AZY-,M,LINS97,0,0
1997,LINX,L-WC,M,LINX97,1,3
1997,LINX,ZF-W,F,LINX97,1,3
1997,LINX,Z-YO,F,LINX97,1,3
1997,LOCK,Z-FB,F,LOCK97,1,2
1997,LOCK,WSL-,M,LOCK97,1,2
1997,LOPZ,YSR=,F,LOPZ97,0,0
1997,MARY,B-FQ,M,MARY97,0,0
1997,MARY,WZY-K,F,MARY97,0,0
1997,MCBY,-RRZ,M,MCBY97,1,2
1997,MCBY,Y-OM,F,MCBY97,1,2
1997,MERL,Z-LY,F,MERL97,0,0
1997,MERL,ZW-G,M,MERL97,0,0
1997,MITA,Z-YW,M,MITA97,0,0
1997,MITA,P-BM,F,MITA97,0,0
1997,MRGO,Y-RM,M,MRGO97,1,2
1997,MRGO,WOZ=,F,MRGO97,1,2
1997,MUME,SAP-,M,MUME97,1,3
1997,MUME,Y-FM,F,MUME97,1,3
1997,N18E,ZL-R,M,N18E97,0,0
1997,N18E,F-WM,F,N18E97,0,0
1997,N7RD,YZ-L,F,N7RD97,1,2
1997,N7RD,-SW_,M,N7RD97,1,2
1997,N7RD,ZO-L,M,N7RD97,1,2
1997,NJCT,L-PC,M,NJCT97,0,0
1997,NJCT,ZW-L,F,NJCT97,0,0
1997,NMIT,LZB-,F,NMIT97,1,2
1997,NMIT,Z-GP,M,NMIT97,1,2
1997,NNWX,PZ-W,F,NNWX97,1,1
1997,NNWX,-GWZ,M,NNWX97,1,1
1997,NO19,A-LC,M,NO1997,1,1
1997,NO19,ZW-F,F,NO1997,1,1
1997,NPOL,Y-GM,F,NPOL97,1,3
1997,NPOL,G-OM,M,NPOL97,1,3
1997,NRID,Z-RR,M,NRID97,1,3
1997,NRID,O-GM,F,NRID97,1,3
1997,NWES,SAO-,M,NWES97,1,3
1997,NWES,ZO-YU,F,NWES97,1,3
1997,PAST,G-WC,F,PAST97,0,0
1997,PAST,Y-BC,M,PAST97,0,0
1997,PLAZ,Z-RL,F,PLAZ97,1,2
1997,PLAZ,Z-OG,M,PLAZ97,1,2
1997,POLA,OZ-W,M,POLA97,0,0
1997,POLA,Z-OO,F,POLA97,0,0
1997,POWL,ZO-O,M,POWL97,0,0
1997,POWL,R-YM,F,POWL97,0,0
1997,PRAN,Z-AP,M,PRAN97,0,0
1997,PRAN,L-AM,F,PRAN97,0,0
1997,RUSS,-OBZ,M,RUSS97,1,4
1997,RUSS,FZB-,F,RUSS97,1,4
1997,SCOB,Z-GY,M,SCOB97,0,0
1997,SCOB,-RGZ,F,SCOB97,0,0
1997,SCOP,BSA-,F,SCOP97,1,3
1997,SCOP,-RSA,M,SCOP97,1,3
1997,SCRP,-ORZ,M,SCRP97,1,4
1997,SCRP,Z-WF,F,SCRP97,1,4
1997,SFLA,L-GC,M,SFLA97,0,0
1997,SFLA,-YSL,F,SFLA97,0,0
1997,SFLS,ZP-Y,M,SFLS97,1,1
1997,SFLS,L-OM,F,SFLS97,1,1
1997,SHIC,UZ-OA,M,SHIC97,0,0
1997,SHIC,Z-LG,F,SHIC97,0,0
1997,SIBR,RLZ-,M,SIBR97,1,1
1997,SIBR,Z-FO,F,SIBR97,1,1
1997,SIXS,B-OM,F,SIXS97,1,2
1997,SIXS,RSA-,M,SIXS97,1,2
1997,SLUM,ZO-KF,F,SLUM97,1,1
1997,SORA,RSL-,M,SORA97,1,1
1997,SORA,P-AM,F,SORA97,1,1
1997,SWAL,P-FM,F,SWAL97,1,2
1997,SWAL,O-FZ,M,SWAL97,1,2
1997,SWCT,O-YM,F,SWCT97,1,1
1997,TOMB,P-RM,F,TOMB97,1,2
1997,TOMB,B-AC,M,TOMB97,1,2
1997,TP39,P-OM,M,TP3997,0,0
1997,TP39,O-RM,F,TP3997,0,0
1997,UTER,YZB-,M,UTER97,0,0
1997,UTER,G-YC,F,UTER97,0,0
1997,WCIT,A-YC,M,WCIT97,0,0
1997,WCPR,-AWZ,M,WCPR97,1,1
1997,WCPR,L-BM,F,WCPR97,1,1
1997,WCUL,ZL-L,F,WCUL97,0,0
1997,WCUL,OZG-,M,WCUL97,0,0
1997,WWSX,ZF-B,M,WWSX97,1,3
1997,WWSX,BZ-W,F,WWSX97,1,3
1997,XRDS,O-PC,F,XRDS97,0,0
1997,XRDS,G-PM,M,XRDS97,0,0
1997,YTRE,PZ-F,F,YTRE97,1,1
1997,YTRE,Z-WG,M,YTRE97,1,1
1998,ANNI,ZP-L,F,ANNI98,1,1
1998,ANNI,ZL-G,M,ANNI98,1,1
1998,BALD,BZ-W,F,BALD98,1,1
1998,BALD,Z-PL,M,BALD98,1,1
1998,BIGL,-LZB,F,BIGL98,0,0
1998,BIGL,Z-OG,M,BIGL98,0,0
1998,BUBO,-WZR,M,BUBO98,0,0
1998,BUBO,F-OM,F,BUBO98,0,0
1998,CACT,W-FM,M,CACT98,1,1
1998,CHOP,YZ-OK,M,CHOP98,0,0
1998,CHOP,BZB-,F,CHOP98,0,0
1998,CURY,Y-YM,F,CURY98,0,0
1998,EBAY,ZY-B,M,EBAY98,0,0
1998,EBAY,Z-GB,F,EBAY98,0,0
1998,ELIN,-SWA,M,ELIN98,0,0
1998,ELIN,O-LM,F,ELIN98,0,0
1998,EQUS,W-RQ,M,EQUS98,0,0
1998,EQUS,WYZ=,F,EQUS98,0,0
1998,FARS,A-AC,F,FARS98,1,1
1998,FARS,Z-GL,M,FARS98,1,1
1998,FENC,Z-FL,M,FENC98,0,0
1998,FENC,Z-GO,F,FENC98,0,0
1998,HARY,ARZ=,M,HARY98,0,0
1998,HELP,F-LM,F,HELP98,0,0
1998,HELP,-AGZ,M,HELP98,0,0
1998,HICE,Z-GA,M,HICE98,1,2
1998,HICE,UZ-AF,F,HICE98,1,2
1998,HICN,YZW-,M,HICN98,1,1
1998,IBRN,ZB-G,F,IBRN98,0,0
1998,JERE,ZP-G,F,JERE98,1,2
1998,JERE,Z-WY,M,JERE98,1,2
1998,KETH,AZR-,M,KETH98,0,0
1998,KETH,Y-AM,F,KETH98,0,0
1998,LAZT,Y-PM,M,LAZT98,0,0
1998,LAZT,A-PM,F,LAZT98,0,0
1998,LINX,ZF-W,F,LINX98,1,1
1998,LINX,B-FM,M,LINX98,1,1
1998,LOPZ,Z-WR,M,LOPZ98,0,0
1998,LOPZ,-LZP,F,LOPZ98,0,0
1998,MCBY,Y-OM,F,MCBY98,1,3
1998,MCBY,-RRZ,M,MCBY98,1,3
1998,MERL,-FZG,F,MERL98,0,0
1998,MERL,-RZY,M,MERL98,0,0
1998,MIDR,U-YZF,M,MIDR98,0,0
1998,MIDR,-LZR,F,MIDR98,0,0
1998,MITA,P-BM,F,MITA98,0,0
1998,MITA,Z-YW,M,MITA98,0,0
1998,MRGO,Y-RM,M,MRGO98,0,0
1998,MRGO,WOZ=,F,MRGO98,0,0
1998,N18E,F-WM,F,N18E98,0,0
1998,N18E,ZL-R,M,N18E98,0,0
1998,N7RD,ZO-L,M,N7RD98,1,1
1998,N7RD,YZ-L,F,N7RD98,1,1
1998,NMIT,Z-GP,M,NMIT98,1,2
1998,NMIT,ZL-L,F,NMIT98,1,2
1998,NO19,AFZ-,F,NO1998,0,0
1998,NO19,A-LC,M,NO1998,0,0
1998,NPOL,B-OM,F,NPOL98,1,2
1998,NPOL,G-OM,M,NPOL98,1,2
1998,NRID,Z-RR,M,NRID98,1,1
1998,NRID,O-GM,F,NRID98,1,1
1998,POLA,OZ-W,M,POLA98,0,0
1998,POLA,Z-OO,F,POLA98,0,0
1998,POWL,R-YM,F,POWL98,1,2
1998,POWL,ZO-O,M,POWL98,1,2
1998,PRAN,OZF-U,F,PRAN98,0,0
1998,PRAN,AZY-,M,PRAN98,0,0
1998,RUSS,O-AM,F,RUSS98,1,1
1998,RUSS,-OBZ,M,RUSS98,1,1
1998,SCOB,Z-GY,M,SCOB98,0,0
1998,SCOB,-RGZ,F,SCOB98,0,0
1998,SCOP,Z-FO,F,SCOP98,1,1
1998,SCOP,-RSA,M,SCOP98,1,1
1998,SCRP,-ORZ,M,SCRP98,1,3
1998,SCRP,Z-WF,F,SCRP98,1,3
1998,SFLA,K-FZW,M,SFLA98,1,2
1998,SFLA,-YSL,F,SFLA98,1,2
1998,SFLS,ZP-Y,M,SFLS98,1,2
1998,SFLS,L-OM,F,SFLS98,1,2
1998,SHIC,Z-LG,F,SHIC98,0,0
1998,SHIC,UZ-OA,M,SHIC98,0,0
1998,SORA,P-AM,F,SORA98,0,0
1998,SORA,RSL-,M,SORA98,0,0
1998,SWAL,O-FZ,M,SWAL98,1,2
1998,SWAL,P-FM,F,SWAL98,1,2
1998,TOMB,P-RM,F,TOMB98,1,1
1998,TOMB,B-AC,M,TOMB98,1,1
1998,TP39,P-OM,M,TP3998,1,2
1998,TP39,O-RM,F,TP3998,1,2
1998,WAHO,WZW-,M,WAHO98,1,1
1998,WAHO,-WZB,F,WAHO98,1,1
1998,WCIT,RZY-,F,WCIT98,0,0
1998,WCIT,F-AM,M,WCIT98,0,0
1998,WCPR,-AWZ,M,WCPR98,0,0
1998,WCPR,L-AM,F,WCPR98,0,0
1998,XRDS,ZO-YU,F,XRDS98,1,1
1998,XRDS,Z-RL,F,XRDS98,1,1
1998,XRDS,G-PM,M,XRDS98,1,1
1999,ANNI,ZL-G,M,ANNI99,1,1
1999,ANNI,ZP-L,F,ANNI99,1,1
1999,BALD,Z-PL,M,BALD99,1,2
1999,BALD,BZ-W,F,BALD99,1,2
1999,BIGL,Z-OG,M,BIGL99,0,0
1999,BIGL,-LZB,F,BIGL99,0,0
1999,BNCH,-FZO,F,BNCH99,0,0
1999,BNCH,-WZO,M,BNCH99,0,0
1999,BUBO,F-OM,F,BUBO99,0,0
1999,BUBO,GZB-,M,BUBO99,0,0
1999,CACT,ZLW-,F,CACT99,1,1
1999,CACT,W-FM,M,CACT99,1,1
1999,CHOP,BZB-,F,CHOP99,1,2
1999,CHOP,YZ-OK,M,CHOP99,1,2
1999,CTRN,-OZP,F,CTRN99,0,0
1999,CTRN,U-WZB,M,CTRN99,0,0
1999,CURY,L-GM,M,CURY99,0,0
1999,CURY,U-GZA,F,CURY99,0,0
1999,EBAY,ZY-B,M,EBAY99,0,0
1999,EBAY,Z-GB,F,EBAY99,0,0
1999,ELIN,O-LM,F,ELIN99,1,1
1999,ELIN,-PZL,M,ELIN99,1,1
1999,EQUS,WYZ=,F,EQUS99,1,2
1999,EQUS,AZY-,M,EQUS99,1,2
1999,FARS,ZPO-,F,FARS99,1,3
1999,FARS,Z-GL,M,FARS99,1,3
1999,FENC,Z-GO,F,FENC99,1,2
